,0,1
23,2020-06-08,3.42%
24,2020-06-01,-9.96%
25,2020-05-25,10.26%
26,2020-05-18,-1.57%
27,2020-05-11,3.53%
28,2020-05-04,11.21%
29,2020-04-27,-2.58%
30,2020-04-20,-13.57%
31,2020-04-13,11.28%
32,2020-04-06,-8.23%
33,2020-03-30,-4.61%
34,2020-03-23,6.61%
35,2020-03-16,-6.13%
36,2020-03-09,8.67%
37,2020-03-02,-13.63%
38,2020-02-24,-3.64%
39,2020-02-17,1.86%
40,2020-02-10,-1.89%
41,2020-02-03,5.79%
42,2020-01-27,-7.02%
43,2020-01-20,7.38%
44,2020-01-13,-11.28%
45,2020-01-06,8.75%
0,2019-12-30,
1,2020-11-02,26.46%
2,2020-10-26,-0.38%
3,2020-10-19,-10.19%
4,2020-10-12,5.48%
5,2020-10-05,7.25%
6,2020-09-28,-26.95%
7,2020-09-21,20.31%
8,2020-09-14,-17.37%
9,2020-09-07,2.3%
10,2020-08-31,-14.14%
11,2020-08-24,9.44%
12,2020-08-17,14.33%
13,2020-08-10,-3.8%
14,2020-08-03,-3.66%
15,2020-07-27,-14.13%
16,2020-07-20,18.89%
17,2020-07-13,-9.92%
18,2020-07-06,-2.08%
19,2020-06-29,10.2%
20,2020-06-22,7.58%
21,2020-06-15,-5.74%
22,2020-06-08,6.59%
23,2020-06-01,-2.9%
0,2020-05-25,
1,2020-11-02,6.15%
2,2020-10-26,4.28%
3,2020-10-19,6.32%
4,2020-10-12,-21.35%
5,2020-10-05,13.19%
6,2020-09-28,-14.13%
7,2020-09-21,-3.97%
8,2020-09-14,7.42%
9,2020-09-07,3.4%
10,2020-08-31,-0.25%
11,2020-08-24,-11.78%
12,2020-08-17,19.51%
13,2020-08-10,-20.06%
14,2020-08-03,3.71%
15,2020-07-27,8.92%
16,2020-07-20,-10.85%
17,2020-07-13,3.34%
18,2020-07-06,-5.93%
19,2020-06-29,5.83%
20,2020-06-22,-10.4%
21,2020-06-15,-2.24%
22,2020-06-08,13.6%
23,2020-06-01,2.28%
0,2020-05-25,
1,2020-11-16,-12.83%
2,2020-11-09,9.21%
3,2020-11-02,0.4%
4,2020-10-26,8.78%
5,2020-10-19,-11.16%
6,2020-10-12,-4.13%
7,2020-10-05,1.51%
8,2020-09-28,-0.96%
9,2020-09-21,-5.13%
10,2020-09-14,17.18%
11,2020-09-07,-8.52%
12,2020-08-31,4.02%
13,2020-08-24,-6.29%
14,2020-08-17,-2.17%
15,2020-08-10,-0.39%
16,2020-08-03,7.5%
17,2020-07-27,-9.98%
18,2020-07-20,4.73%
19,2020-07-13,-3.57%
20,2020-07-06,13.79%
21,2020-06-29,-9.56%
22,2020-06-22,5.88%
23,2020-06-15,-18.75%
24,2020-06-08,9.62%
25,2020-06-01,2.61%
26,2020-05-25,4.95%
27,2020-05-18,-0.65%
28,2020-05-11,-5.39%
29,2020-05-04,2.25%
30,2020-04-27,1.46%
31,2020-04-20,-1.49%
32,2020-04-13,-3.97%
33,2020-04-06,-0.4%
34,2020-03-30,14.23%
0,2020-03-23,
1,2020-11-16,1.26%
2,2020-11-09,-0.42%
3,2020-11-02,7.61%
4,2020-10-26,-8.24%
5,2020-10-19,3.59%
6,2020-10-12,-9.21%
7,2020-10-05,10.44%
8,2020-09-28,0.0%
9,2020-09-21,-8.97%
10,2020-09-14,7.82%
11,2020-09-07,-2.46%
12,2020-08-31,-0.65%
13,2020-08-24,-2.16%
14,2020-08-17,2.97%
15,2020-08-10,-14.63%
16,2020-08-03,5.14%
17,2020-07-27,9.84%
18,2020-07-20,-6.46%
19,2020-07-13,-5.02%
20,2020-07-06,15.14%
21,2020-06-29,-9.39%
22,2020-06-22,8.15%
23,2020-06-15,-15.42%
24,2020-06-08,10.73%
25,2020-06-01,-7.71%
26,2020-05-25,5.89%
27,2020-05-18,0.0%
28,2020-05-11,8.28%
29,2020-05-04,-5.12%
30,2020-04-27,-4.64%
31,2020-04-20,-7.98%
32,2020-04-13,0.82%
33,2020-04-06,3.93%
34,2020-03-30,14.66%
0,2020-03-23,
1,2020-11-16,7.49%
2,2020-11-09,-7.13%
3,2020-11-02,1.08%
4,2020-10-26,6.18%
5,2020-10-19,0.39%
6,2020-10-12,0.58%
7,2020-10-05,1.76%
8,2020-09-28,-13.94%
9,2020-09-21,-2.62%
10,2020-09-14,10.39%
11,2020-09-07,2.85%
12,2020-08-31,0.78%
13,2020-08-24,1.78%
14,2020-08-17,-5.02%
15,2020-08-10,-3.44%
16,2020-08-03,-3.33%
17,2020-07-27,11.81%
18,2020-07-20,-10.14%
19,2020-07-13,6.45%
20,2020-07-06,-10.04%
21,2020-06-29,15.92%
22,2020-06-22,-22.77%
23,2020-06-15,-2.6%
24,2020-06-08,16.05%
25,2020-06-01,4.63%
26,2020-05-25,0.63%
27,2020-05-18,0.42%
28,2020-05-11,-10.66%
29,2020-05-04,7.9%
30,2020-04-27,1.26%
31,2020-04-20,-4.03%
32,2020-04-13,3.46%
33,2020-04-06,-1.27%
34,2020-03-30,7.08%
0,2020-03-23,
1,2020-11-16,-9.55%
2,2020-11-09,11.05%
3,2020-11-02,2.83%
4,2020-10-26,1.35%
5,2020-10-19,2.05%
6,2020-10-12,0.23%
7,2020-10-05,
8,2020-06-08,4.98%
9,2020-06-01,16.06%
10,2020-05-25,6.86%
11,2020-05-18,6.92%
12,2020-05-11,-8.87%
13,2020-05-04,
14,2020-04-20,9.64%
15,2020-04-13,-2.02%
16,2020-04-06,1.69%
0,2020-03-30,
1,2020-11-16,4.17%
2,2020-11-09,4.14%
3,2020-11-02,4.75%
4,2020-10-26,-10.66%
5,2020-10-19,1.23%
6,2020-10-12,-3.32%
7,2020-10-05,
8,2020-06-08,10.45%
9,2020-06-01,9.61%
10,2020-05-25,5.5%
11,2020-05-18,6.63%
12,2020-05-11,-3.66%
13,2020-05-04,
14,2020-04-20,5.73%
15,2020-04-13,12.66%
16,2020-04-06,-28.12%
0,2020-03-30,
1,2020-11-16,13.44%
2,2020-11-09,-9.41%
3,2020-11-02,17.42%
4,2020-10-26,9.11%
5,2020-10-19,-13.18%
6,2020-10-12,7.34%
7,2020-10-05,
8,2020-06-01,
0,2020-05-04,
1,2020-11-16,
2,2020-11-02,12.01%
3,2020-10-26,-10.29%
4,2020-10-19,-3.04%
5,2020-10-12,-3.94%
6,2020-10-05,16.67%
7,2020-09-28,-3.64%
8,2020-09-21,-15.79%
9,2020-09-14,4.17%
10,2020-09-07,-0.99%
11,2020-08-31,4.5%
12,2020-08-24,-3.89%
13,2020-08-17,-0.59%
14,2020-08-10,1.76%
15,2020-08-03,3.79%
16,2020-07-27,2.9%
17,2020-07-20,1.5%
18,2020-07-13,-6.94%
19,2020-07-06,2.64%
20,2020-06-29,-6.88%
21,2020-06-22,1.17%
22,2020-06-15,11.05%
23,2020-06-08,0.0%
24,2020-06-01,-9.53%
25,2020-05-25,1.82%
26,2020-05-18,-0.82%
27,2020-05-11,1.64%
28,2020-05-04,3.53%
29,2020-04-27,7.11%
30,2020-04-20,-8.35%
31,2020-04-13,12.63%
32,2020-04-06,-20.83%
33,2020-03-30,15.21%
34,2020-03-23,9.57%
35,2020-03-16,-15.34%
36,2020-03-09,4.59%
37,2020-03-02,2.4%
38,2020-02-24,-4.68%
39,2020-02-17,-6.59%
40,2020-02-10,15.67%
41,2020-02-03,-17.28%
42,2020-01-27,12.5%
43,2020-01-20,-13.52%
44,2020-01-13,
45,2019-07-01,-4.37%
46,2019-06-24,8.17%
47,2019-06-17,5.8%
0,2019-06-10,
1,2020-11-16,
2,2020-11-02,1.28%
3,2020-10-26,4.06%
4,2020-10-19,9.23%
5,2020-10-12,-6.78%
6,2020-10-05,-10.32%
7,2020-09-28,8.09%
8,2020-09-21,7.83%
9,2020-09-14,-14.86%
10,2020-09-07,6.1%
11,2020-08-31,9.25%
12,2020-08-24,-10.41%
13,2020-08-17,2.95%
14,2020-08-10,-6.28%
15,2020-08-03,-3.24%
16,2020-07-27,10.15%
17,2020-07-20,-13.96%
18,2020-07-13,13.69%
19,2020-07-06,-11.27%
20,2020-06-29,-1.13%
21,2020-06-22,13.36%
22,2020-06-15,-4.07%
23,2020-06-08,-8.02%
24,2020-06-01,4.38%
25,2020-05-25,9.76%
26,2020-05-18,-10.6%
27,2020-05-11,-0.4%
28,2020-05-04,13.92%
29,2020-04-27,-17.32%
30,2020-04-20,7.68%
31,2020-04-13,5.54%
32,2020-04-06,-0.68%
33,2020-03-30,-5.61%
34,2020-03-23,5.73%
35,2020-03-16,0.68%
36,2020-03-09,7.48%
37,2020-03-02,2.21%
38,2020-02-24,-12.03%
39,2020-02-17,-7.38%
40,2020-02-10,8.96%
41,2020-02-03,-10.98%
42,2020-01-27,0.62%
43,2020-01-20,9.54%
44,2020-01-13,
45,2019-07-01,6.76%
46,2019-06-24,10.31%
47,2019-06-17,-4.04%
0,2019-06-10,
1,2020-11-02,12.99%
2,2020-10-26,-10.17%
3,2020-10-19,11.39%
4,2020-10-12,0.0%
5,2020-10-05,-11.53%
6,2020-09-28,-1.39%
7,2020-09-21,-8.43%
8,2020-09-14,3.98%
9,2020-09-07,9.42%
10,2020-08-31,7.69%
11,2020-08-24,-2.25%
12,2020-08-17,-2.2%
13,2020-08-10,-11.21%
14,2020-08-03,-4.26%
15,2020-07-27,-0.37%
16,2020-07-20,7.22%
17,2020-07-13,5.59%
18,2020-07-06,-5.29%
19,2020-06-29,-5.02%
20,2020-06-22,9.37%
21,2020-06-15,-2.74%
22,2020-06-08,0.82%
23,2020-06-01,-7.87%
24,2020-05-25,-0.58%
25,2020-05-18,3.44%
26,2020-05-11,1.38%
27,2020-05-04,16.43%
28,2020-04-27,0.48%
29,2020-04-20,-15.9%
30,2020-04-13,-1.46%
31,2020-04-06,8.4%
32,2020-03-30,-4.47%
0,2020-03-23,
1,2020-11-02,10.6%
2,2020-10-26,-3.35%
3,2020-10-19,5.49%
4,2020-10-12,-1.85%
5,2020-10-05,-1.55%
6,2020-09-28,-14.8%
7,2020-09-21,-4.67%
8,2020-09-14,8.28%
9,2020-09-07,7.64%
10,2020-08-31,-18.55%
11,2020-08-24,16.91%
12,2020-08-17,-10.18%
13,2020-08-10,3.46%
14,2020-08-03,-1.2%
15,2020-07-27,8.51%
16,2020-07-20,-19.38%
17,2020-07-13,15.15%
18,2020-07-06,-0.77%
19,2020-06-29,6.84%
20,2020-06-22,-12.5%
21,2020-06-15,-12.32%
22,2020-06-08,0.0%
23,2020-06-01,9.25%
24,2020-05-25,-0.95%
25,2020-05-18,
26,2020-05-04,-5.7%
27,2020-04-27,0.74%
28,2020-04-20,8.64%
29,2020-04-13,-0.27%
30,2020-04-06,-19.68%
31,2020-03-30,4.28%
0,2020-03-23,
1,2020-11-02,-0.97%
2,2020-10-26,-9.23%
3,2020-10-19,9.33%
4,2020-10-12,-5.63%
5,2020-10-05,-3.49%
6,2020-09-28,-4.44%
7,2020-09-21,4.76%
8,2020-09-14,-3.93%
9,2020-09-07,12.71%
10,2020-08-31,2.56%
11,2020-08-24,-10.91%
12,2020-08-17,-3.83%
13,2020-08-10,7.72%
14,2020-08-03,-9.89%
15,2020-07-27,-0.17%
16,2020-07-20,14.34%
17,2020-07-13,-7.26%
18,2020-07-06,2.07%
19,2020-06-29,3.26%
20,2020-06-22,2.98%
21,2020-06-15,-9.0%
22,2020-06-08,2.25%
23,2020-06-01,8.06%
24,2020-05-25,-10.23%
25,2020-05-18,0.38%
26,2020-05-11,4.75%
27,2020-05-04,-7.58%
28,2020-04-27,11.5%
29,2020-04-20,-0.42%
30,2020-04-13,-8.14%
31,2020-04-06,10.81%
32,2020-03-30,-11.26%
0,2020-03-23,
1,2020-11-16,-10.51%
2,2020-11-09,-12.9%
3,2020-11-02,3.18%
4,2020-10-26,15.86%
5,2020-10-19,-8.51%
6,2020-10-12,
7,2020-06-22,
8,2020-06-08,
9,2020-04-27,-11.19%
10,2020-04-20,-7.38%
11,2020-04-13,12.08%
0,2020-04-06,
1,2020-11-16,-4.27%
2,2020-11-09,4.82%
3,2020-11-02,-12.91%
4,2020-10-26,9.42%
5,2020-10-19,-17.82%
6,2020-10-12,
7,2020-06-22,
8,2020-06-08,
9,2020-04-27,9.27%
10,2020-04-20,-16.57%
11,2020-04-13,9.0%
0,2020-04-06,
1,2020-11-16,
2,2020-11-02,-7.76%
3,2020-10-26,-4.86%
4,2020-10-19,9.65%
5,2020-10-12,4.31%
6,2020-10-05,-4.51%
7,2020-09-28,-3.7%
8,2020-09-21,3.37%
9,2020-09-14,-7.58%
10,2020-09-07,7.81%
11,2020-08-31,-8.68%
12,2020-08-24,8.37%
13,2020-08-17,1.45%
14,2020-08-10,
15,2020-06-22,8.37%
16,2020-06-15,-13.62%
17,2020-06-08,15.09%
18,2020-06-01,10.96%
19,2020-05-25,3.17%
20,2020-05-18,4.62%
21,2020-05-11,-5.86%
22,2020-05-04,11.07%
23,2020-04-27,-2.79%
24,2020-04-20,9.19%
25,2020-04-13,-8.28%
26,2020-04-06,1.7%
27,2020-03-30,8.86%
28,2020-03-23,-13.51%
29,2020-03-16,5.22%
30,2020-03-09,-2.42%
31,2020-03-02,-5.59%
32,2020-02-24,4.68%
33,2020-02-17,-0.43%
34,2020-02-10,5.74%
35,2020-02-03,-11.51%
36,2020-01-27,2.43%
37,2020-01-20,-4.56%
38,2020-01-13,3.57%
39,2020-01-06,-1.03%
40,2019-12-30,1.02%
41,2019-12-23,-7.82%
42,2019-12-16,1.15%
43,2019-12-09,19.11%
44,2019-12-02,
45,2019-11-18,-17.4%
46,2019-11-11,-5.14%
47,2019-11-04,6.95%
48,2019-10-28,-10.3%
49,2019-10-21,8.24%
50,2019-10-14,-7.19%
51,2019-10-07,13.78%
52,2019-09-30,-3.46%
53,2019-09-23,-2.92%
54,2019-09-16,-9.74%
55,2019-09-09,11.65%
56,2019-09-02,-11.09%
57,2019-08-26,1.88%
58,2019-08-19,2.88%
59,2019-08-12,7.51%
60,2019-08-05,-7.69%
61,2019-07-29,-8.13%
62,2019-07-22,6.24%
63,2019-07-15,-6.65%
64,2019-07-08,-4.4%
65,2019-07-01,-0.7%
66,2019-06-24,5.41%
67,2019-06-17,8.86%
0,2019-06-10,
1,2020-11-16,
2,2020-11-02,-0.68%
3,2020-10-26,-16.25%
4,2020-10-19,21.36%
5,2020-10-12,-21.23%
6,2020-10-05,3.26%
7,2020-09-28,-3.79%
8,2020-09-21,-11.36%
9,2020-09-14,10.75%
10,2020-09-07,-12.04%
11,2020-08-31,4.37%
12,2020-08-24,11.05%
13,2020-08-17,1.71%
14,2020-08-10,
15,2020-06-22,12.09%
16,2020-06-15,-10.41%
17,2020-06-08,9.6%
18,2020-06-01,1.3%
19,2020-05-25,0.38%
20,2020-05-18,7.95%
21,2020-05-11,-5.14%
22,2020-05-04,4.31%
23,2020-04-27,3.07%
24,2020-04-20,-0.21%
25,2020-04-13,22.53%
26,2020-04-06,-16.3%
27,2020-03-30,-3.74%
28,2020-03-23,4.28%
29,2020-03-16,8.94%
30,2020-03-09,-19.38%
31,2020-03-02,-0.43%
32,2020-02-24,6.68%
33,2020-02-17,6.0%
34,2020-02-10,-4.42%
35,2020-02-03,-8.94%
36,2020-01-27,12.74%
37,2020-01-20,-10.15%
38,2020-01-13,-10.79%
39,2020-01-06,4.06%
40,2019-12-30,7.61%
41,2019-12-23,3.89%
42,2019-12-16,3.81%
43,2019-12-09,-15.35%
44,2019-12-02,4.94%
45,2019-11-25,5.64%
46,2019-11-18,-19.86%
47,2019-11-11,6.59%
48,2019-11-04,-5.34%
49,2019-10-28,4.46%
50,2019-10-21,-1.49%
51,2019-10-14,4.39%
52,2019-10-07,1.75%
53,2019-09-30,-14.25%
54,2019-09-23,-2.92%
55,2019-09-16,2.65%
56,2019-09-09,-0.97%
57,2019-09-02,5.39%
58,2019-08-26,4.68%
59,2019-08-19,4.49%
60,2019-08-12,-12.53%
61,2019-08-05,-8.15%
62,2019-07-29,15.81%
63,2019-07-22,-19.65%
64,2019-07-15,13.87%
65,2019-07-08,-10.17%
66,2019-07-01,-1.54%
67,2019-06-24,-0.19%
68,2019-06-17,4.73%
0,2019-06-10,
1,2020-11-16,2.61%
2,2020-11-09,12.81%
3,2020-11-02,-10.31%
4,2020-10-26,7.36%
5,2020-10-19,-11.59%
6,2020-10-12,13.65%
7,2020-10-05,
8,2020-03-23,-6.14%
9,2020-03-16,-8.43%
10,2020-03-09,12.67%
11,2020-03-02,-24.17%
12,2020-02-24,9.84%
13,2020-02-17,-2.73%
14,2020-02-10,-6.19%
15,2020-02-03,-4.58%
16,2020-01-27,16.93%
17,2020-01-20,-3.12%
18,2020-01-13,2.09%
19,2020-01-06,-15.68%
0,2019-12-30,
1,2020-11-16,-8.82%
2,2020-11-09,12.61%
3,2020-11-02,12.11%
4,2020-10-26,1.17%
5,2020-10-19,1.19%
6,2020-10-12,6.31%
7,2020-10-05,
0,2020-04-06,
1,2020-11-16,2.09%
2,2020-11-09,1.36%
3,2020-11-02,1.97%
4,2020-10-26,4.82%
5,2020-10-19,4.43%
6,2020-10-12,-1.77%
7,2020-10-05,
8,2020-06-08,-3.62%
9,2020-06-01,21.4%
10,2020-05-25,-2.96%
11,2020-05-18,1.98%
12,2020-05-11,
13,2020-04-20,12.3%
14,2020-04-13,-9.58%
15,2020-04-06,13.65%
0,2020-03-30,
1,2020-11-09,3.68%
2,2020-11-02,
3,2020-10-19,13.29%
4,2020-10-12,
5,2020-06-08,4.84%
6,2020-06-01,
7,2020-05-18,-0.65%
8,2020-05-11,-3.66%
9,2020-05-04,0.41%
10,2020-04-27,
11,2020-04-13,
12,2020-03-30,
13,2019-07-01,-0.18%
14,2019-06-24,16.64%
15,2019-06-17,2.12%
0,2019-06-10,
1,2020-11-09,9.76%
2,2020-11-02,
3,2020-10-19,17.32%
4,2020-10-12,
5,2020-06-01,
6,2020-05-18,0.45%
7,2020-05-11,-0.23%
0,2020-05-04,
1,2020-11-16,-16.41%
2,2020-11-09,1.71%
3,2020-11-02,-1.74%
4,2020-10-26,11.62%
5,2020-10-19,-10.78%
6,2020-10-12,
7,2020-04-13,26.72%
0,2020-04-06,
1,2020-11-16,
2,2020-11-02,
3,2020-10-12,12.93%
4,2020-10-05,-9.64%
5,2020-09-28,-22.57%
6,2020-09-21,16.09%
7,2020-09-14,-10.16%
8,2020-09-07,-3.35%
9,2020-08-31,6.69%
10,2020-08-24,12.83%
11,2020-08-17,-7.98%
12,2020-08-10,
13,2020-06-22,38.05%
14,2020-06-15,-56.47%
15,2020-06-08,4.05%
16,2020-06-01,15.78%
17,2020-05-25,3.27%
18,2020-05-18,-3.15%
19,2020-05-11,-6.55%
20,2020-05-04,24.8%
21,2020-04-27,-25.89%
22,2020-04-20,10.61%
23,2020-04-13,17.68%
24,2020-04-06,-2.06%
25,2020-03-30,-7.49%
26,2020-03-23,3.49%
27,2020-03-16,-18.89%
28,2020-03-09,5.14%
29,2020-03-02,4.68%
30,2020-02-24,-3.88%
31,2020-02-17,10.45%
32,2020-02-10,-23.33%
33,2020-02-03,
34,2020-01-20,7.32%
35,2020-01-13,5.02%
36,2020-01-06,-5.29%
37,2019-12-30,-0.96%
38,2019-12-23,-8.29%
39,2019-12-16,1.97%
40,2019-12-09,16.52%
41,2019-12-02,-10.7%
42,2019-11-25,7.73%
43,2019-11-18,-17.8%
44,2019-11-11,14.22%
45,2019-11-04,-10.88%
46,2019-10-28,-4.91%
47,2019-10-21,1.11%
48,2019-10-14,4.95%
49,2019-10-07,-13.03%
50,2019-09-30,13.0%
51,2019-09-23,-6.75%
52,2019-09-16,0.68%
53,2019-09-09,-6.14%
54,2019-09-02,2.78%
55,2019-08-26,-1.76%
56,2019-08-19,-1.3%
57,2019-08-12,8.76%
58,2019-08-05,-8.43%
59,2019-07-29,9.29%
60,2019-07-22,-10.95%
61,2019-07-15,5.58%
62,2019-07-08,-1.14%
63,2019-07-01,-14.38%
64,2019-06-24,5.7%
65,2019-06-17,-3.75%
0,2019-06-10,
1,2020-11-16,-7.65%
2,2020-11-09,6.38%
3,2020-11-02,7.39%
4,2020-10-26,13.45%
5,2020-10-19,-17.96%
6,2020-10-12,3.29%
7,2020-10-05,11.91%
8,2020-09-28,-21.26%
9,2020-09-21,5.18%
10,2020-09-14,-6.51%
11,2020-09-07,12.62%
12,2020-08-31,7.22%
13,2020-08-24,-4.14%
14,2020-08-17,-4.91%
15,2020-08-10,
16,2020-06-29,9.34%
17,2020-06-22,-12.16%
18,2020-06-15,5.42%
19,2020-06-08,
20,2020-05-25,-0.78%
21,2020-05-18,
22,2020-05-04,11.16%
23,2020-04-27,-5.12%
24,2020-04-20,
25,2020-03-30,-16.9%
26,2020-03-23,6.16%
27,2020-03-16,-10.86%
28,2020-03-09,12.98%
29,2020-03-02,2.09%
30,2020-02-24,-25.94%
31,2020-02-17,7.43%
32,2020-02-10,12.84%
33,2020-02-03,-6.58%
34,2020-01-27,-14.07%
35,2020-01-20,-0.22%
36,2020-01-13,3.24%
37,2020-01-06,6.25%
38,2019-12-30,-7.62%
39,2019-12-23,-1.77%
40,2019-12-16,14.78%
41,2019-12-09,7.91%
42,2019-12-02,-5.54%
43,2019-11-25,-16.54%
44,2019-11-18,8.11%
45,2019-11-11,-9.56%
46,2019-11-04,-5.59%
47,2019-10-28,-0.64%
48,2019-10-21,-5.05%
49,2019-10-14,15.83%
50,2019-10-07,-15.48%
51,2019-09-30,6.8%
52,2019-09-23,-5.97%
53,2019-09-16,7.31%
54,2019-09-09,-5.86%
55,2019-09-02,-10.64%
56,2019-08-26,6.15%
57,2019-08-19,-3.28%
58,2019-08-12,0.0%
59,2019-08-05,11.51%
60,2019-07-29,0.0%
61,2019-07-22,-7.17%
62,2019-07-15,-8.37%
63,2019-07-08,13.13%
0,2019-07-01,
1,2020-11-16,-12.81%
2,2020-11-09,-7.25%
3,2020-11-02,
4,2020-10-05,
5,2020-06-01,
6,2020-05-11,0.0%
7,2020-05-04,
8,2020-04-20,
9,2020-04-06,-12.94%
0,2020-03-30,
1,2020-11-09,-3.9%
2,2020-11-02,-8.69%
3,2020-10-26,4.97%
4,2020-10-19,8.41%
5,2020-10-12,-3.72%
6,2020-10-05,
7,2020-06-22,-10.81%
8,2020-06-15,4.23%
9,2020-06-08,-7.47%
10,2020-06-01,19.91%
11,2020-05-25,2.17%
12,2020-05-18,
13,2020-05-04,-4.46%
14,2020-04-27,14.38%
15,2020-04-20,-0.79%
16,2020-04-13,3.39%
17,2020-04-06,8.89%
18,2020-03-30,-10.06%
19,2020-03-23,6.99%
20,2020-03-16,-2.31%
21,2020-03-09,-6.78%
22,2020-03-02,3.44%
23,2020-02-24,-18.36%
24,2020-02-17,2.08%
25,2020-02-10,1.42%
26,2020-02-03,12.47%
27,2020-01-27,-4.66%
28,2020-01-20,5.76%
29,2020-01-13,
30,2019-12-09,6.44%
31,2019-12-02,-23.35%
32,2019-11-25,-4.61%
33,2019-11-18,-6.96%
34,2019-11-11,1.3%
35,2019-11-04,5.27%
36,2019-10-28,7.42%
37,2019-10-21,-22.56%
38,2019-10-14,2.45%
39,2019-10-07,19.5%
40,2019-09-30,-20.31%
41,2019-09-23,1.73%
42,2019-09-16,11.23%
43,2019-09-09,-0.74%
44,2019-09-02,-3.45%
45,2019-08-26,0.24%
46,2019-08-19,-15.75%
47,2019-08-12,2.89%
48,2019-08-05,-3.18%
49,2019-07-29,7.82%
50,2019-07-22,-11.83%
51,2019-07-15,9.38%
52,2019-07-08,-11.01%
0,2019-07-01,
1,2020-11-16,-8.54%
2,2020-11-09,4.82%
3,2020-11-02,-10.4%
4,2020-10-26,14.49%
5,2020-10-19,-21.47%
6,2020-10-12,22.56%
7,2020-10-05,
8,2020-06-22,-5.52%
9,2020-06-15,-7.48%
10,2020-06-08,11.83%
11,2020-06-01,6.11%
12,2020-05-25,15.34%
13,2020-05-18,
14,2020-05-04,-2.89%
15,2020-04-27,0.26%
16,2020-04-20,0.77%
17,2020-04-13,2.32%
18,2020-04-06,4.22%
19,2020-03-30,0.28%
20,2020-03-23,10.77%
21,2020-03-16,-22.29%
22,2020-03-09,-4.3%
23,2020-03-02,14.81%
24,2020-02-24,-14.53%
25,2020-02-17,13.93%
26,2020-02-10,2.02%
27,2020-02-03,-8.85%
28,2020-01-27,-2.17%
29,2020-01-20,9.28%
30,2020-01-13,
31,2019-12-09,8.79%
32,2019-12-02,1.42%
33,2019-11-25,-19.83%
34,2019-11-18,17.27%
35,2019-11-11,-14.2%
36,2019-11-04,-8.63%
37,2019-10-28,1.17%
38,2019-10-21,-5.91%
39,2019-10-14,6.03%
40,2019-10-07,-4.04%
41,2019-09-30,10.73%
42,2019-09-23,-6.91%
43,2019-09-16,-4.78%
44,2019-09-09,-3.2%
45,2019-09-02,9.07%
46,2019-08-26,1.7%
47,2019-08-19,
48,2019-08-05,2.78%
49,2019-07-29,-6.23%
50,2019-07-22,3.91%
51,2019-07-15,1.78%
52,2019-07-08,-9.33%
0,2019-07-01,
1,2020-11-16,-13.45%
2,2020-11-09,12.24%
3,2020-11-02,-0.44%
4,2020-10-26,4.34%
5,2020-10-19,-7.94%
6,2020-10-12,1.47%
7,2020-10-05,
8,2020-06-22,3.73%
9,2020-06-15,-8.77%
10,2020-06-08,1.4%
11,2020-06-01,21.86%
12,2020-05-25,-0.8%
13,2020-05-18,
14,2020-05-04,-2.97%
15,2020-04-27,-4.43%
16,2020-04-20,17.2%
17,2020-04-13,-8.46%
18,2020-04-06,-5.91%
19,2020-03-30,8.26%
20,2020-03-23,-6.33%
21,2020-03-16,1.37%
22,2020-03-09,-4.64%
23,2020-03-02,13.97%
24,2020-02-24,-19.85%
25,2020-02-17,18.92%
26,2020-02-10,-1.06%
27,2020-02-03,-21.78%
28,2020-01-27,-3.02%
29,2020-01-20,6.28%
30,2020-01-13,
31,2019-12-09,16.34%
32,2019-12-02,-7.81%
33,2019-11-25,-13.29%
34,2019-11-18,-3.2%
35,2019-11-11,15.08%
36,2019-11-04,-23.6%
37,2019-10-28,1.77%
38,2019-10-21,14.63%
39,2019-10-14,-16.2%
40,2019-10-07,16.97%
41,2019-09-30,-1.7%
42,2019-09-23,-4.55%
43,2019-09-16,-1.6%
44,2019-09-09,2.25%
45,2019-09-02,
46,2019-08-19,2.48%
47,2019-08-12,11.86%
48,2019-08-05,-16.11%
49,2019-07-29,-8.9%
50,2019-07-22,9.32%
51,2019-07-15,-0.63%
52,2019-07-08,-5.83%
0,2019-07-01,
1,2020-11-09,14.09%
2,2020-11-02,
3,2020-10-19,
0,2020-06-01,
1,2020-11-09,10.34%
2,2020-11-02,
3,2020-10-19,
0,2020-06-01,
1,2020-11-16,-7.0%
2,2020-11-09,
3,2020-10-26,13.11%
4,2020-10-19,-19.41%
5,2020-10-12,12.42%
6,2020-10-05,-12.63%
7,2020-09-28,3.2%
8,2020-09-21,-12.77%
9,2020-09-14,13.0%
10,2020-09-07,-7.23%
11,2020-08-31,3.82%
12,2020-08-24,-3.04%
13,2020-08-17,-6.12%
14,2020-08-10,
15,2020-06-29,-10.39%
16,2020-06-22,1.79%
17,2020-06-15,
18,2020-05-25,-8.35%
19,2020-05-18,
20,2020-05-04,10.53%
21,2020-04-27,-19.52%
22,2020-04-20,
23,2020-03-30,7.8%
24,2020-03-23,-11.6%
25,2020-03-16,-17.7%
26,2020-03-09,14.8%
27,2020-03-02,-17.65%
28,2020-02-24,13.57%
29,2020-02-17,-9.92%
30,2020-02-10,-7.77%
31,2020-02-03,1.86%
32,2020-01-27,-6.16%
33,2020-01-20,15.18%
34,2020-01-13,-17.63%
35,2020-01-06,14.09%
36,2019-12-30,1.3%
37,2019-12-23,-6.33%
38,2019-12-16,-6.45%
39,2019-12-09,16.32%
40,2019-12-02,-0.84%
