,0,1
62,2019-09-09,8.91%
63,2019-09-02,2.93%
64,2019-08-26,-7.81%
65,2019-08-19,-8.41%
66,2019-08-12,8.84%
67,2019-08-05,6.15%
68,2019-07-29,-17.63%
69,2019-07-22,13.28%
70,2019-07-15,-10.62%
71,2019-07-08,7.59%
72,2019-07-01,-17.63%
73,2019-06-24,-1.23%
74,2019-06-17,0.41%
75,2019-06-10,-16.9%
76,2019-06-03,2.26%
77,2019-05-27,-3.03%
78,2019-05-20,-5.88%
79,2019-05-13,-9.64%
80,2019-05-06,10.43%
81,2019-04-29,-9.48%
82,2019-04-22,4.71%
83,2019-04-15,1.91%
84,2019-04-08,0.65%
85,2019-04-01,-8.18%
86,2019-03-25,8.93%
87,2019-03-18,4.49%
88,2019-03-11,-6.09%
89,2019-03-04,-3.28%
90,2019-02-25,-0.95%
91,2019-02-18,5.5%
92,2019-02-11,2.66%
93,2019-02-04,-2.39%
94,2019-01-28,-4.67%
95,2019-01-21,8.93%
96,2019-01-14,
97,2018-12-31,6.2%
98,2018-12-24,-8.47%
99,2018-12-17,-4.06%
100,2018-12-10,7.36%
101,2018-12-03,-2.43%
102,2018-11-26,6.01%
103,2018-11-19,-3.7%
104,2018-11-12,5.03%
105,2018-11-05,-11.97%
106,2018-10-29,2.75%
107,2018-10-22,4.4%
108,2018-10-15,12.48%
109,2018-10-08,-10.13%
110,2018-10-01,-4.6%
111,2018-09-24,3.09%
112,2018-09-17,0.34%
113,2018-09-10,8.26%
114,2018-09-03,-6.25%
115,2018-08-27,-9.69%
116,2018-08-20,0.95%
117,2018-08-13,0.48%
118,2018-08-06,10.24%
119,2018-07-30,-5.7%
120,2018-07-23,2.36%
121,2018-07-16,-1.9%
122,2018-07-09,-5.76%
123,2018-07-02,-11.38%
124,2018-06-25,1.58%
125,2018-06-18,-2.49%
126,2018-06-11,-1.0%
127,2018-06-04,-3.25%
128,2018-05-28,6.02%
129,2018-05-21,-12.52%
130,2018-05-14,-0.65%
131,2018-05-07,
132,2018-04-23,5.89%
133,2018-04-16,-8.07%
134,2018-04-09,13.77%
135,2018-04-02,1.64%
136,2018-03-26,-9.56%
137,2018-03-19,3.32%
138,2018-03-12,-6.59%
139,2018-03-05,4.57%
140,2018-02-26,5.21%
141,2018-02-19,-6.98%
142,2018-02-12,10.14%
143,2018-02-05,-1.39%
144,2018-01-29,-4.57%
145,2018-01-22,0.0%
146,2018-01-15,-4.08%
0,2018-01-08,
1,2020-11-16,-2.2%
2,2020-11-09,4.49%
3,2020-11-02,-6.75%
4,2020-10-26,5.75%
5,2020-10-19,
6,2020-10-05,11.74%
7,2020-09-28,4.72%
8,2020-09-21,2.03%
9,2020-09-14,-5.52%
10,2020-09-07,3.49%
11,2020-08-31,-9.26%
12,2020-08-24,
13,2020-06-01,18.28%
14,2020-05-25,-2.16%
15,2020-05-18,-18.47%
16,2020-05-11,6.01%
17,2020-05-04,-4.74%
18,2020-04-27,16.29%
19,2020-04-20,-23.51%
20,2020-04-13,13.57%
21,2020-04-06,3.8%
22,2020-03-30,-15.26%
23,2020-03-23,
24,2020-03-09,-3.77%
25,2020-03-02,16.45%
26,2020-02-24,0.0%
27,2020-02-17,-19.95%
28,2020-02-10,5.54%
29,2020-02-03,-4.06%
30,2020-01-27,4.77%
31,2020-01-20,-7.74%
32,2020-01-13,16.07%
33,2020-01-06,-6.05%
34,2019-12-30,3.8%
35,2019-12-23,-18.77%
36,2019-12-16,14.76%
37,2019-12-09,-5.12%
38,2019-12-02,5.1%
39,2019-11-25,-3.91%
40,2019-11-18,-8.94%
41,2019-11-11,10.58%
42,2019-11-04,-14.49%
43,2019-10-28,7.17%
44,2019-10-21,7.73%
45,2019-10-14,-9.11%
46,2019-10-07,-3.84%
47,2019-09-30,13.7%
48,2019-09-23,-2.27%
49,2019-09-16,1.23%
50,2019-09-09,-0.25%
0,2019-09-02,
1,2020-11-16,11.53%
2,2020-11-09,-7.61%
3,2020-11-02,0.27%
4,2020-10-26,0.82%
5,2020-10-19,-3.71%
6,2020-10-12,1.99%
7,2020-10-05,7.31%
8,2020-09-28,-2.48%
9,2020-09-21,4.84%
10,2020-09-14,-11.53%
11,2020-09-07,3.49%
12,2020-08-31,5.29%
13,2020-08-24,
14,2020-06-01,11.9%
15,2020-05-25,2.32%
16,2020-05-18,-3.02%
17,2020-05-11,4.4%
18,2020-05-04,-5.26%
19,2020-04-27,-6.46%
20,2020-04-20,8.81%
21,2020-04-13,-3.86%
22,2020-04-06,-8.47%
23,2020-03-30,-1.33%
24,2020-03-23,13.35%
25,2020-03-16,-3.47%
26,2020-03-09,
27,2020-02-17,16.76%
28,2020-02-10,-16.06%
29,2020-02-03,13.1%
30,2020-01-27,-8.49%
31,2020-01-20,-4.5%
32,2020-01-13,9.18%
33,2020-01-06,-12.37%
34,2019-12-30,3.67%
35,2019-12-23,3.81%
36,2019-12-16,6.34%
37,2019-12-09,-12.68%
38,2019-12-02,8.07%
39,2019-11-25,
40,2019-05-27,6.1%
41,2019-05-20,-1.33%
42,2019-05-13,-3.5%
43,2019-05-06,-7.18%
44,2019-04-29,6.83%
45,2019-04-22,-11.14%
46,2019-04-15,0.76%
47,2019-04-08,9.21%
48,2019-04-01,-1.27%
49,2019-03-25,-5.98%
50,2019-03-18,0.52%
51,2019-03-11,-3.83%
52,2019-03-04,-2.41%
53,2019-02-25,0.25%
54,2019-02-18,6.34%
55,2019-02-11,2.66%
56,2019-02-04,-5.05%
57,2019-01-28,1.69%
58,2019-01-21,0.66%
59,2019-01-14,-2.39%
60,2019-01-07,6.1%
61,2018-12-31,-6.09%
62,2018-12-24,4.17%
63,2018-12-17,-9.39%
64,2018-12-10,-0.75%
65,2018-12-03,12.22%
66,2018-11-26,-11.11%
67,2018-11-19,2.78%
68,2018-11-12,8.07%
69,2018-11-05,-5.38%
70,2018-10-29,-0.27%
71,2018-10-22,
72,2018-05-28,2.07%
73,2018-05-21,0.28%
74,2018-05-14,
75,2018-04-30,5.68%
76,2018-04-23,-1.0%
77,2018-04-16,-5.11%
78,2018-04-09,4.59%
79,2018-04-02,7.08%
80,2018-03-26,-2.74%
81,2018-03-19,-9.05%
82,2018-03-12,7.62%
83,2018-03-05,-6.19%
84,2018-02-26,-2.64%
85,2018-02-19,5.54%
86,2018-02-12,-3.43%
87,2018-02-05,6.09%
88,2018-01-29,-8.54%
89,2018-01-22,-0.68%
90,2018-01-15,8.36%
91,2018-01-08,-9.12%
92,2018-01-01,7.14%
93,2017-12-25,5.22%
94,2017-12-18,-2.45%
95,2017-12-11,-3.89%
96,2017-12-04,-5.47%
0,2017-11-27,
1,2020-11-16,3.52%
2,2020-11-09,8.39%
3,2020-11-02,-13.35%
4,2020-10-26,-22.14%
5,2020-10-19,7.77%
6,2020-10-12,-0.31%
7,2020-10-05,4.04%
8,2020-09-28,-4.05%
9,2020-09-21,-1.4%
10,2020-09-14,-0.92%
11,2020-09-07,12.79%
12,2020-08-31,-5.41%
13,2020-08-24,
14,2020-06-01,17.0%
15,2020-05-25,-22.91%
16,2020-05-18,16.01%
17,2020-05-11,0.78%
18,2020-05-04,-7.63%
19,2020-04-27,8.07%
20,2020-04-20,-8.78%
21,2020-04-13,3.18%
22,2020-04-06,2.02%
23,2020-03-30,-9.28%
24,2020-03-23,8.02%
25,2020-03-16,-1.03%
26,2020-03-09,
27,2020-02-17,3.59%
28,2020-02-10,-10.23%
29,2020-02-03,9.49%
30,2020-01-27,-11.42%
31,2020-01-20,1.26%
32,2020-01-13,10.38%
33,2020-01-06,3.78%
34,2019-12-30,3.19%
35,2019-12-23,-5.33%
36,2019-12-16,-2.17%
37,2019-12-09,6.37%
38,2019-12-02,1.26%
39,2019-11-25,
40,2019-05-27,1.36%
41,2019-05-20,-9.16%
42,2019-05-13,2.94%
43,2019-05-06,5.19%
44,2019-04-29,-10.94%
45,2019-04-22,-1.92%
46,2019-04-15,11.16%
47,2019-04-08,-14.22%
48,2019-04-01,9.67%
49,2019-03-25,-10.26%
50,2019-03-18,0.66%
51,2019-03-11,5.76%
52,2019-03-04,-0.14%
53,2019-02-25,-1.99%
54,2019-02-18,-1.53%
55,2019-02-11,3.7%
56,2019-02-04,-4.98%
57,2019-01-28,-2.57%
58,2019-01-21,4.23%
59,2019-01-14,0.41%
60,2019-01-07,2.63%
61,2018-12-31,-3.41%
62,2018-12-24,0.14%
63,2018-12-17,-3.58%
64,2018-12-10,-0.66%
65,2018-12-03,4.89%
66,2018-11-26,-3.75%
67,2018-11-19,3.21%
68,2018-11-12,6.5%
69,2018-11-05,-7.54%
70,2018-10-29,8.53%
71,2018-10-22,
72,2018-05-28,-0.29%
73,2018-05-21,10.71%
74,2018-05-14,-9.08%
75,2018-05-07,-1.19%
76,2018-04-30,-2.5%
77,2018-04-23,2.44%
78,2018-04-16,8.52%
79,2018-04-09,-1.77%
80,2018-04-02,-10.25%
81,2018-03-26,2.72%
82,2018-03-19,-1.91%
83,2018-03-12,10.39%
84,2018-03-05,-6.44%
85,2018-02-26,-5.6%
86,2018-02-19,3.44%
87,2018-02-12,7.42%
88,2018-02-05,-8.01%
89,2018-01-29,8.46%
90,2018-01-22,-14.26%
91,2018-01-15,10.78%
92,2018-01-08,-8.9%
93,2018-01-01,7.15%
94,2017-12-25,-6.92%
95,2017-12-18,-1.32%
96,2017-12-11,5.52%
97,2017-12-04,5.68%
0,2017-11-27,
1,2020-11-16,-3.94%
2,2020-11-09,-1.33%
3,2020-11-02,7.1%
4,2020-10-26,-5.84%
5,2020-10-19,-6.46%
6,2020-10-12,6.61%
7,2020-10-05,-9.75%
8,2020-09-28,6.1%
9,2020-09-21,-5.57%
10,2020-09-14,6.68%
11,2020-09-07,2.82%
12,2020-08-31,-1.94%
13,2020-08-24,
14,2020-06-01,18.57%
15,2020-05-25,-9.62%
16,2020-05-18,7.27%
17,2020-05-11,-24.05%
18,2020-05-04,14.38%
19,2020-04-27,-7.63%
20,2020-04-20,9.69%
21,2020-04-13,-7.59%
22,2020-04-06,-8.52%
23,2020-03-30,0.45%
24,2020-03-23,9.01%
25,2020-03-16,2.72%
26,2020-03-09,-12.98%
27,2020-03-02,-3.15%
28,2020-02-24,3.06%
29,2020-02-17,12.84%
30,2020-02-10,-12.4%
31,2020-02-03,10.11%
32,2020-01-27,-3.07%
33,2020-01-20,-7.69%
34,2020-01-13,-6.22%
35,2020-01-06,-1.74%
36,2019-12-30,7.46%
37,2019-12-23,4.15%
38,2019-12-16,-7.93%
39,2019-12-09,0.67%
40,2019-12-02,9.19%
41,2019-11-25,-7.65%
42,2019-11-18,10.09%
43,2019-11-11,-10.46%
44,2019-11-04,1.15%
45,2019-10-28,-4.91%
46,2019-10-21,1.56%
47,2019-10-14,8.82%
48,2019-10-07,-17.37%
49,2019-09-30,11.84%
50,2019-09-23,-10.07%
51,2019-09-16,-3.27%
52,2019-09-09,15.19%
53,2019-09-02,
54,2019-05-27,-2.62%
55,2019-05-20,5.1%
56,2019-05-13,
57,2019-04-29,-2.55%
58,2019-04-22,-10.55%
59,2019-04-15,4.93%
60,2019-04-08,2.71%
61,2019-04-01,-3.24%
62,2019-03-25,-0.67%
63,2019-03-18,1.0%
64,2019-03-11,-4.62%
65,2019-03-04,4.09%
66,2019-02-25,-2.47%
67,2019-02-18,-2.85%
68,2019-02-11,-4.26%
69,2019-02-04,-3.47%
70,2019-01-28,-0.3%
71,2019-01-21,0.98%
72,2019-01-14,3.38%
73,2019-01-07,
74,2018-12-24,9.84%
75,2018-12-17,-4.16%
76,2018-12-10,-5.99%
77,2018-12-03,14.94%
78,2018-11-26,-1.38%
79,2018-11-19,2.86%
80,2018-11-12,0.84%
81,2018-11-05,2.69%
82,2018-10-29,0.44%
83,2018-10-22,
84,2018-05-28,2.33%
85,2018-05-21,2.86%
86,2018-05-14,-9.82%
87,2018-05-07,-4.17%
88,2018-04-30,5.01%
89,2018-04-23,-1.05%
90,2018-04-16,6.56%
91,2018-04-09,-8.45%
92,2018-04-02,9.12%
93,2018-03-26,-13.75%
94,2018-03-19,12.94%
95,2018-03-12,-7.52%
96,2018-03-05,1.37%
97,2018-02-26,2.16%
98,2018-02-19,-2.2%
99,2018-02-12,0.0%
100,2018-02-05,-8.78%
101,2018-01-29,9.63%
102,2018-01-22,-5.49%
103,2018-01-15,-2.23%
104,2018-01-08,5.52%
105,2018-01-01,0.62%
106,2017-12-25,-6.97%
107,2017-12-18,1.01%
108,2017-12-11,1.32%
109,2017-12-04,9.33%
0,2017-11-27,
1,2020-11-16,2.77%
2,2020-11-09,9.89%
3,2020-11-02,-2.26%
4,2020-10-26,-13.38%
5,2020-10-19,1.56%
6,2020-10-12,-2.37%
7,2020-10-05,6.44%
8,2020-09-28,-8.25%
9,2020-09-21,6.1%
10,2020-09-14,0.68%
11,2020-09-07,2.32%
12,2020-08-31,-4.04%
13,2020-08-24,
14,2020-06-01,-4.84%
15,2020-05-25,7.95%
16,2020-05-18,-1.2%
17,2020-05-11,-7.14%
18,2020-05-04,7.59%
19,2020-04-27,-0.8%
20,2020-04-20,5.17%
21,2020-04-13,-1.05%
22,2020-04-06,-11.0%
23,2020-03-30,5.98%
24,2020-03-23,-6.56%
25,2020-03-16,-2.99%
26,2020-03-09,5.62%
27,2020-03-02,5.76%
28,2020-02-24,-3.05%
29,2020-02-17,-8.5%
30,2020-02-10,14.57%
31,2020-02-03,-1.71%
32,2020-01-27,-11.53%
33,2020-01-20,1.5%
34,2020-01-13,6.3%
35,2020-01-06,-12.83%
36,2019-12-30,-1.44%
37,2019-12-23,10.14%
38,2019-12-16,-6.73%
39,2019-12-09,-4.27%
40,2019-12-02,8.19%
41,2019-11-25,-10.08%
42,2019-11-18,0.18%
43,2019-11-11,15.17%
44,2019-11-04,-3.53%
45,2019-10-28,-12.25%
46,2019-10-21,13.42%
47,2019-10-14,-9.5%
48,2019-10-07,-3.4%
49,2019-09-30,11.31%
50,2019-09-23,-6.38%
51,2019-09-16,1.74%
52,2019-09-09,-0.59%
53,2019-09-02,
54,2019-05-27,-1.7%
55,2019-05-20,-3.91%
56,2019-05-13,4.52%
57,2019-05-06,-6.42%
58,2019-04-29,1.38%
59,2019-04-22,0.43%
60,2019-04-15,3.56%
61,2019-04-08,-5.25%
62,2019-04-01,-4.25%
63,2019-03-25,7.94%
64,2019-03-18,1.55%
65,2019-03-11,-9.78%
66,2019-03-04,7.37%
67,2019-02-25,-7.51%
68,2019-02-18,-3.8%
69,2019-02-11,1.58%
70,2019-02-04,-2.62%
71,2019-01-28,-4.9%
72,2019-01-21,5.14%
73,2019-01-14,4.33%
74,2019-01-07,15.04%
75,2018-12-31,2.18%
76,2018-12-24,-9.91%
77,2018-12-17,5.19%
78,2018-12-10,-6.18%
79,2018-12-03,10.97%
80,2018-11-26,2.89%
81,2018-11-19,4.02%
82,2018-11-12,-0.54%
83,2018-11-05,2.28%
84,2018-10-29,6.46%
85,2018-10-22,
86,2018-05-28,0.61%
87,2018-05-21,-12.79%
88,2018-05-14,10.93%
89,2018-05-07,-14.42%
90,2018-04-30,12.33%
91,2018-04-23,-14.22%
92,2018-04-16,8.43%
93,2018-04-09,0.88%
94,2018-04-02,-9.14%
95,2018-03-26,10.27%
96,2018-03-19,-0.3%
97,2018-03-12,-4.95%
98,2018-03-05,-7.15%
99,2018-02-26,1.47%
100,2018-02-19,3.79%
101,2018-02-12,-3.52%
102,2018-02-05,8.57%
103,2018-01-29,-9.82%
104,2018-01-22,-1.9%
105,2018-01-15,4.39%
106,2018-01-08,3.76%
107,2018-01-01,4.05%
108,2017-12-25,1.96%
109,2017-12-18,-3.23%
110,2017-12-11,-0.6%
111,2017-12-04,-5.92%
0,2017-11-27,
1,2020-11-16,12.11%
2,2020-11-09,-2.3%
3,2020-11-02,-3.88%
4,2020-10-26,-0.98%
5,2020-10-19,11.67%
6,2020-10-12,-4.63%
7,2020-10-05,1.47%
8,2020-09-28,2.35%
9,2020-09-21,11.38%
10,2020-09-14,-11.11%
11,2020-09-07,11.56%
12,2020-08-31,
13,2020-08-17,5.45%
14,2020-08-10,-12.64%
15,2020-08-03,5.12%
16,2020-07-27,13.62%
17,2020-07-20,23.21%
18,2020-07-13,-22.09%
19,2020-07-06,6.98%
20,2020-06-29,12.29%
0,2020-06-22,
1,2020-11-16,-6.57%
2,2020-11-09,17.69%
3,2020-11-02,-18.84%
4,2020-10-26,19.51%
5,2020-10-19,-22.73%
6,2020-10-12,12.35%
7,2020-10-05,6.81%
8,2020-09-28,8.82%
9,2020-09-21,-0.28%
10,2020-09-14,7.71%
11,2020-09-07,2.99%
12,2020-08-31,-24.0%
13,2020-08-24,10.17%
14,2020-08-17,0.55%
15,2020-08-10,2.22%
16,2020-08-03,-9.09%
17,2020-07-27,22.66%
18,2020-07-20,14.81%
19,2020-07-13,-25.3%
20,2020-07-06,11.36%
21,2020-06-29,20.28%
0,2020-06-22,
1,2020-11-16,11.37%
2,2020-11-09,1.9%
3,2020-11-02,-5.81%
4,2020-10-26,-11.9%
5,2020-10-19,15.34%
6,2020-10-12,-1.93%
7,2020-10-05,-8.77%
8,2020-09-28,8.28%
9,2020-09-21,-12.11%
10,2020-09-14,13.35%
11,2020-09-07,-20.78%
12,2020-08-31,6.88%
13,2020-08-24,6.96%
14,2020-08-17,18.22%
15,2020-08-10,12.57%
16,2020-08-03,-22.22%
17,2020-07-27,17.91%
18,2020-07-20,1.95%
19,2020-07-13,10.3%
20,2020-07-06,4.81%
21,2020-06-29,16.34%
0,2020-06-22,
1,2020-11-16,-3.16%
2,2020-11-09,-1.31%
3,2020-11-02,2.16%
4,2020-10-26,8.61%
5,2020-10-19,-7.49%
6,2020-10-12,8.99%
7,2020-10-05,0.74%
8,2020-09-28,4.23%
9,2020-09-21,-8.83%
10,2020-09-14,7.64%
11,2020-09-07,14.73%
12,2020-08-31,-17.58%
13,2020-08-24,-0.52%
14,2020-08-17,16.15%
15,2020-08-10,5.5%
16,2020-08-03,0.32%
17,2020-07-27,20.78%
18,2020-07-20,2.87%
19,2020-07-13,-13.08%
20,2020-07-06,-2.24%
21,2020-06-29,23.72%
0,2020-06-22,
1,2020-11-16,-13.56%
2,2020-11-09,0.94%
3,2020-11-02,14.89%
4,2020-10-26,-9.44%
5,2020-10-19,12.69%
6,2020-10-12,-4.07%
7,2020-10-05,-4.19%
8,2020-09-28,8.31%
9,2020-09-21,-7.89%
10,2020-09-14,-1.08%
11,2020-09-07,-8.58%
12,2020-08-31,12.84%
13,2020-08-24,-8.22%
14,2020-08-17,1.83%
15,2020-08-10,14.93%
16,2020-08-03,3.76%
17,2020-07-27,-8.14%
18,2020-07-20,17.47%
19,2020-07-13,23.72%
20,2020-07-06,-14.83%
21,2020-06-29,8.75%
0,2020-06-22,
1,2020-11-16,2.34%
2,2020-11-09,-0.44%
3,2020-11-02,3.69%
4,2020-10-26,-4.73%
5,2020-10-19,2.37%
6,2020-10-12,12.56%
7,2020-10-05,2.27%
8,2020-09-28,-14.18%
9,2020-09-21,-6.09%
10,2020-09-14,16.17%
11,2020-09-07,-14.21%
12,2020-08-31,15.11%
13,2020-08-24,-3.93%
14,2020-08-17,8.56%
15,2020-08-10,2.2%
16,2020-08-03,-1.13%
17,2020-07-27,-6.69%
18,2020-07-20,13.58%
19,2020-07-13,-10.27%
20,2020-07-06,12.88%
21,2020-06-29,-5.35%
0,2020-06-22,
1,2020-11-16,8.78%
2,2020-11-09,1.52%
3,2020-11-02,-17.74%
4,2020-10-26,21.4%
5,2020-10-19,-2.22%
6,2020-10-12,-21.74%
7,2020-10-05,6.25%
8,2020-09-28,2.86%
9,2020-09-21,5.64%
10,2020-09-14,-5.19%
11,2020-09-07,2.47%
12,2020-08-31,3.8%
13,2020-08-24,-8.95%
14,2020-08-17,16.18%
15,2020-08-10,-1.73%
16,2020-08-03,-7.08%
17,2020-07-27,5.82%
18,2020-07-20,25.84%
19,2020-07-13,9.09%
20,2020-07-06,7.5%
0,2020-06-29,
1,2020-11-16,9.27%
2,2020-11-09,10.71%
3,2020-11-02,-11.72%
4,2020-10-26,-5.61%
5,2020-10-19,-1.39%
6,2020-10-12,4.56%
7,2020-10-05,-3.58%
8,2020-09-28,13.82%
9,2020-09-21,2.14%
10,2020-09-14,-16.67%
11,2020-09-07,4.68%
12,2020-08-31,11.55%
13,2020-08-24,-18.33%
14,2020-08-17,-1.88%
15,2020-08-10,17.97%
16,2020-08-03,-10.67%
17,2020-07-27,6.6%
18,2020-07-20,4.08%
19,2020-07-13,12.18%
20,2020-07-06,-7.1%
21,2020-06-29,18.67%
0,2020-06-22,
1,2020-11-16,11.56%
2,2020-11-09,-9.54%
3,2020-11-02,-1.89%
4,2020-10-26,6.32%
5,2020-10-19,8.93%
6,2020-10-12,-15.03%
7,2020-10-05,2.46%
8,2020-09-28,9.51%
9,2020-09-21,8.58%
10,2020-09-14,-13.62%
11,2020-09-07,-10.95%
12,2020-08-31,-1.12%
13,2020-08-24,16.02%
14,2020-08-17,10.53%
15,2020-08-10,6.37%
16,2020-08-03,-13.35%
17,2020-07-27,20.55%
18,2020-07-20,27.33%
19,2020-07-13,2.8%
20,2020-07-06,-4.94%
21,2020-06-29,9.8%
0,2020-06-22,
1,2020-11-16,-11.5%
2,2020-11-09,6.81%
3,2020-11-02,-5.14%
4,2020-10-26,8.65%
5,2020-10-19,4.73%
6,2020-10-12,-5.4%
7,2020-10-05,6.76%
8,2020-09-28,1.54%
9,2020-09-21,7.14%
10,2020-09-14,8.17%
11,2020-09-07,-13.87%
12,2020-08-31,-2.99%
13,2020-08-24,1.56%
14,2020-08-17,14.97%
15,2020-08-10,-7.2%
16,2020-08-03,8.46%
17,2020-07-27,9.51%
18,2020-07-20,6.91%
19,2020-07-13,8.71%
20,2020-07-06,-24.03%
21,2020-06-29,24.79%
0,2020-06-22,
1,2020-11-16,-4.42%
2,2020-11-09,4.45%
3,2020-11-02,0.0%
4,2020-10-26,0.89%
5,2020-10-19,-3.36%
6,2020-10-12,6.06%
7,2020-10-05,-11.06%
8,2020-09-28,12.24%
9,2020-09-21,-9.93%
10,2020-09-14,-1.72%
11,2020-09-07,22.2%
12,2020-08-31,-2.17%
13,2020-08-24,
14,2020-07-20,-5.31%
15,2020-07-13,21.36%
16,2020-07-06,-10.94%
17,2020-06-29,-10.88%
0,2020-06-22,
1,2020-11-16,7.57%
2,2020-11-09,2.89%
3,2020-11-02,7.69%
4,2020-10-26,-3.23%
5,2020-10-19,-14.84%
6,2020-10-12,4.99%
7,2020-10-05,-0.24%
8,2020-09-28,15.24%
9,2020-09-21,-13.48%
10,2020-09-14,13.12%
11,2020-09-07,-8.83%
12,2020-08-31,4.19%
13,2020-08-24,
14,2020-07-20,-11.11%
15,2020-07-13,28.79%
16,2020-07-06,6.81%
17,2020-06-29,3.65%
0,2020-06-22,
1,2020-11-16,0.0%
2,2020-11-09,3.67%
3,2020-11-02,12.88%
4,2020-10-26,5.43%
5,2020-10-19,-4.31%
6,2020-10-12,-3.06%
7,2020-10-05,
8,2020-06-01,-8.1%
9,2020-05-25,7.89%
10,2020-05-18,
11,2020-05-04,0.69%
12,2020-04-27,-13.16%
13,2020-04-20,14.29%
14,2020-04-13,-19.29%
15,2020-04-06,10.98%
16,2020-03-30,9.42%
17,2020-03-23,-7.18%
18,2020-03-16,-10.16%
19,2020-03-09,-24.74%
20,2020-03-02,4.2%
21,2020-02-24,1.4%
22,2020-02-17,1.42%
23,2020-02-10,4.69%
24,2020-02-03,-7.77%
25,2020-01-27,-4.22%
26,2020-01-20,-0.51%
27,2020-01-13,0.84%
28,2020-01-06,11.0%
29,2019-12-30,-11.6%
30,2019-12-23,4.43%
31,2019-12-16,6.95%
32,2019-12-09,-8.62%
33,2019-12-02,7.23%
34,2019-11-25,1.71%
35,2019-11-18,-9.09%
36,2019-11-11,-7.62%
37,2019-11-04,14.17%
38,2019-10-28,-8.45%
39,2019-10-21,-3.72%
40,2019-10-14,2.39%
41,2019-10-07,5.77%
42,2019-09-30,-2.6%
43,2019-09-23,0.9%
44,2019-09-16,-2.37%
45,2019-09-09,1.78%
46,2019-09-02,
47,2019-05-27,6.73%
48,2019-05-20,-6.23%
49,2019-05-13,2.14%
50,2019-05-06,-1.62%
51,2019-04-29,-6.83%
52,2019-04-22,1.93%
53,2019-04-15,1.61%
54,2019-04-08,3.18%
55,2019-04-01,-1.87%
56,2019-03-25,1.38%
57,2019-03-18,-4.57%
58,2019-03-11,-2.23%
59,2019-03-04,0.44%
60,2019-02-25,0.44%
61,2019-02-18,4.23%
62,2019-02-11,-0.28%
63,2019-02-04,-2.29%
64,2019-01-28,4.12%
65,2019-01-21,-6.54%
66,2019-01-14,3.07%
67,2019-01-07,-3.89%
68,2018-12-31,2.87%
69,2018-12-24,4.04%
70,2018-12-17,-2.99%
71,2018-12-10,-0.64%
72,2018-12-03,1.71%
73,2018-11-26,1.74%
74,2018-11-19,15.31%
75,2018-11-12,
76,2018-10-29,0.0%
77,2018-10-22,
78,2018-05-28,10.14%
79,2018-05-21,-4.32%
80,2018-05-14,-5.41%
81,2018-05-07,6.11%
82,2018-04-30,-0.7%
83,2018-04-23,-3.46%
84,2018-04-16,3.13%
85,2018-04-09,1.61%
86,2018-04-02,-6.56%
87,2018-03-26,4.29%
88,2018-03-19,-6.43%
89,2018-03-12,7.01%
90,2018-03-05,-6.84%
91,2018-02-26,5.97%
92,2018-02-19,-0.81%
93,2018-02-12,2.18%
94,2018-02-05,-3.28%
95,2018-01-29,-1.7%
96,2018-01-22,4.12%
97,2018-01-15,-0.58%
98,2018-01-08,-1.73%
99,2018-01-01,4.77%
100,2017-12-25,-6.68%
101,2017-12-18,3.36%
102,2017-12-11,-0.81%
103,2017-12-04,-0.46%
0,2017-11-27,
1,2020-11-16,11.57%
2,2020-11-09,-9.23%
3,2020-11-02,22.89%
4,2020-10-26,-5.98%
5,2020-10-19,-4.7%
6,2020-10-12,11.31%
7,2020-10-05,
8,2020-06-01,-23.26%
9,2020-05-25,19.44%
10,2020-05-18,-12.94%
11,2020-05-11,-1.24%
12,2020-05-04,8.87%
13,2020-04-27,-4.7%
14,2020-04-20,2.24%
15,2020-04-13,5.25%
16,2020-04-06,
17,2020-03-23,-5.1%
18,2020-03-16,-4.55%
19,2020-03-09,-13.33%
20,2020-03-02,-15.6%
21,2020-02-24,1.11%
22,2020-02-17,13.87%
23,2020-02-10,-4.68%
24,2020-02-03,-16.63%
25,2020-01-27,3.19%
26,2020-01-20,-6.37%
27,2020-01-13,-2.27%
28,2020-01-06,8.89%
29,2019-12-30,-17.07%
30,2019-12-23,2.27%
31,2019-12-16,16.86%
32,2019-12-09,-13.75%
33,2019-12-02,8.2%
34,2019-11-25,-0.67%
35,2019-11-18,-5.99%
36,2019-11-11,6.49%
37,2019-11-04,-17.45%
38,2019-10-28,3.05%
39,2019-10-21,16.7%
40,2019-10-14,-18.63%
41,2019-10-07,-0.8%
42,2019-09-30,10.85%
43,2019-09-23,-14.82%
44,2019-09-16,0.39%
45,2019-09-09,9.28%
46,2019-09-02,
47,2019-05-27,2.27%
48,2019-05-20,-3.91%
49,2019-05-13,5.17%
50,2019-05-06,-5.45%
51,2019-04-29,5.76%
52,2019-04-22,-8.6%
53,2019-04-15,5.05%
54,2019-04-08,3.51%
55,2019-04-01,-4.76%
56,2019-03-25,1.67%
57,2019-03-18,0.12%
58,2019-03-11,-6.58%
59,2019-03-04,-2.51%
60,2019-02-25,2.9%
61,2019-02-18,2.53%
62,2019-02-11,1.41%
63,2019-02-04,-5.73%
64,2019-01-28,1.58%
65,2019-01-21,2.18%
66,2019-01-14,0.47%
67,2019-01-07,-4.13%
68,2018-12-31,3.74%
69,2018-12-24,-4.59%
70,2018-12-17,7.31%
71,2018-12-10,-5.22%
